,id,appearances,introduced,blue_eyes,identity_num,alignment_num,orientation_num,status_num,introduced_month_num,hair_num,gender_num
11272,663472,7.0,-1.0,0,3,1,1,1,13,3,2
11273,625699,7.0,-1.0,0,2,2,1,2,13,17,1
11274,666021,7.0,-1.0,1,2,2,1,2,13,6,2
11275,691934,7.0,-1.0,0,1,3,1,1,13,6,1
11276,703880,7.0,-1.0,0,2,3,1,2,13,5,2
11277,639274,7.0,-1.0,1,4,2,1,1,13,5,2
11278,706538,7.0,-1.0,1,2,1,1,1,13,5,2
11279,629684,7.0,-1.0,0,2,2,1,1,13,5,2
11280,709670,7.0,-1.0,1,3,2,1,1,13,5,1
11281,713309,7.0,-1.0,1,3,1,1,1,13,6,1
11282,694536,7.0,-1.0,1,2,2,1,2,13,5,2
11284,237813,8.0,1940.0,0,4,1,1,1,11,3,2
11288,483808,8.0,1942.0,0,1,1,1,1,4,5,2
11290,1333,8.0,1942.0,0,1,1,1,2,1,6,2
11294,554033,8.0,1949.0,1,1,1,1,1,11,14,2
11297,17512,8.0,1954.0,0,4,4,1,1,5,6,4
11298,241891,8.0,1954.0,0,4,2,1,2,3,3,2
11300,45214,8.0,1960.0,0,1,2,1,2,8,3,2
11301,260742,8.0,1961.0,0,1,2,1,1,12,3,2
11302,16074,8.0,1961.0,0,1,2,1,1,1,3,2
11303,289554,8.0,1962.0,0,2,2,1,2,1,3,2
11305,36636,8.0,1962.0,0,2,2,1,2,1,3,2
11307,289548,8.0,1962.0,0,2,2,1,2,1,3,2
11309,57141,8.0,1963.0,0,2,4,1,2,5,16,2
11311,8798,8.0,1964.0,0,3,2,1,1,11,5,2
11312,2664,8.0,1964.0,0,4,3,1,1,2,3,2
11313,9514,8.0,1964.0,0,2,1,1,1,8,17,1
11314,19629,8.0,1964.0,1,2,4,1,1,11,6,2
11318,46005,8.0,1965.0,0,1,1,1,1,10,6,2
11322,2472,8.0,1965.0,0,3,4,1,1,10,4,2
11325,2682,8.0,1966.0,0,4,4,1,2,5,5,2
11328,14093,8.0,1967.0,0,2,2,1,2,3,3,2
11332,310926,8.0,1969.0,0,2,2,1,1,5,3,2
11333,51873,8.0,1969.0,0,4,2,1,1,9,3,2
11334,12207,8.0,1969.0,1,3,3,1,2,8,5,1
11337,16649,8.0,1970.0,0,2,3,1,1,9,9,2
11339,16027,8.0,1971.0,0,1,2,1,1,10,6,2
11341,5462,8.0,1971.0,0,4,4,1,1,1,4,2
11345,1168,8.0,1973.0,0,1,2,1,2,12,3,2
11349,2048,8.0,1973.0,0,2,4,1,2,2,6,1
11354,15349,8.0,1973.0,0,4,2,1,1,7,3,2
11357,168229,8.0,1974.0,1,4,2,1,1,10,5,2
11358,653054,8.0,1974.0,0,1,2,1,1,6,5,2
11365,1118,8.0,1976.0,0,2,2,1,2,10,3,2
11372,688717,8.0,1977.0,1,1,3,1,1,7,5,1
11373,269526,8.0,1977.0,0,1,2,1,2,3,6,2
11376,242298,8.0,1978.0,0,4,1,1,1,6,10,2
11377,173608,8.0,1978.0,1,1,1,1,1,4,6,2
11383,4523,8.0,1979.0,0,2,2,1,1,10,5,1
11386,593204,8.0,1979.0,1,1,1,1,1,10,6,2
11387,16009,8.0,1979.0,1,1,4,1,1,2,5,2
11388,15987,8.0,1980.0,0,3,2,1,1,6,5,2
11389,502953,8.0,1980.0,1,1,1,1,1,12,9,1
11390,442746,8.0,1980.0,0,1,1,1,1,10,6,1
11395,16175,8.0,1981.0,0,4,2,1,1,2,3,2
11398,12857,8.0,1981.0,1,2,2,1,1,5,6,2
11399,122226,8.0,1981.0,0,2,2,1,1,9,1,2
11401,1212,8.0,1982.0,1,2,1,1,2,9,6,2
11403,298150,8.0,1982.0,0,1,1,1,1,4,10,1
11404,298151,8.0,1982.0,1,1,1,1,1,4,10,1
11405,93604,8.0,1982.0,0,1,1,1,1,8,6,2
11410,17180,8.0,1984.0,0,1,2,1,2,10,5,2
11413,587247,8.0,1984.0,0,1,1,1,1,7,10,1
11416,21694,8.0,1985.0,0,2,4,1,2,3,3,2
11420,17444,8.0,1985.0,0,2,2,1,2,4,8,2
11421,106942,8.0,1986.0,0,3,1,1,1,1,5,2
11422,482940,8.0,1986.0,1,1,4,1,1,5,1,1
11423,20352,8.0,1986.0,1,2,3,1,1,9,9,1
11424,87206,8.0,1987.0,1,2,1,1,1,4,1,2
11425,167511,8.0,1987.0,0,2,2,1,1,10,6,2
11426,5289,8.0,1987.0,0,2,4,1,1,5,5,2
11429,1075,8.0,1988.0,1,2,2,1,2,1,3,2
11430,407136,8.0,1988.0,1,2,2,1,1,4,3,2
11431,7320,8.0,1988.0,0,2,2,1,1,12,6,2
11433,413963,8.0,1988.0,0,2,2,1,2,4,3,2
11437,106988,8.0,1989.0,0,2,2,1,2,7,6,2
11438,18714,8.0,1989.0,0,2,4,1,1,5,3,2
11441,2622,8.0,1990.0,0,2,2,1,2,6,5,2
11443,288799,8.0,1990.0,1,1,3,1,1,4,6,1
11445,81506,8.0,1990.0,1,2,2,1,2,7,1,2
11446,7658,8.0,1991.0,0,3,2,1,2,5,12,1
11447,18536,8.0,1991.0,0,2,1,2,1,4,5,2
11451,18355,8.0,1991.0,1,2,1,1,1,4,1,1
11454,27522,8.0,1991.0,0,2,2,1,1,5,5,2
11457,1376,8.0,1992.0,0,2,2,1,2,3,13,2
11460,4070,8.0,1992.0,1,2,2,1,2,10,3,1
11462,300176,8.0,1992.0,0,2,2,1,1,7,3,2
11466,113899,8.0,1993.0,0,2,1,1,1,7,3,2
11467,549621,8.0,1993.0,0,4,2,1,2,4,10,2
11470,34308,8.0,1993.0,0,2,2,1,1,10,6,2
11471,88601,8.0,1993.0,1,2,3,1,1,6,6,2
11473,93208,8.0,1993.0,0,2,1,1,1,8,3,2
11474,622651,8.0,1993.0,1,1,2,1,1,4,4,2
11475,1801,8.0,1993.0,0,1,3,1,2,12,5,1
11476,287363,8.0,1993.0,1,1,1,1,1,5,10,2
11477,116829,8.0,1994.0,0,3,3,1,1,9,6,2
11478,20145,8.0,1994.0,1,2,2,1,2,5,4,2
11480,116766,8.0,1994.0,1,1,4,1,1,9,19,2
11482,338202,8.0,1994.0,0,2,2,1,2,2,9,2
11484,125888,8.0,1994.0,1,2,2,1,1,12,1,2
11486,12824,8.0,1994.0,1,2,1,1,1,1,5,2
11487,76664,8.0,1994.0,0,2,2,1,1,5,2,2
11488,116423,8.0,1994.0,1,1,2,1,2,1,6,2
11489,19185,8.0,1994.0,0,4,2,1,1,12,3,2
11491,18207,8.0,1994.0,0,2,2,1,1,10,4,2
11492,352795,8.0,1995.0,0,3,2,1,1,2,9,2
11498,400234,8.0,1995.0,1,1,1,1,1,10,1,1
11499,476433,8.0,1995.0,0,2,3,1,2,2,3,2
11501,250703,8.0,1995.0,0,1,2,1,2,4,10,2
11502,9855,8.0,1995.0,0,2,2,1,1,4,5,2
11505,101384,8.0,1996.0,1,4,4,1,2,4,14,1
11506,663791,8.0,1996.0,0,1,4,1,1,9,5,2
11509,338865,8.0,1996.0,0,1,2,1,1,1,6,1
11510,7670,8.0,1996.0,0,2,2,1,1,12,5,2
11511,182978,8.0,1996.0,0,4,1,1,2,12,3,2
11513,22989,8.0,1996.0,0,1,4,1,1,1,5,2
11517,670352,8.0,1997.0,0,1,4,1,1,5,5,1
11521,8025,8.0,1997.0,1,2,1,1,2,3,5,1
11524,489074,8.0,1997.0,0,1,4,1,1,11,5,1
11525,419813,8.0,1998.0,1,2,2,1,1,3,1,1
11526,483593,8.0,1998.0,0,1,4,1,1,3,5,2
11527,419815,8.0,1998.0,1,2,2,1,1,3,8,1
11528,186706,8.0,1999.0,0,1,1,1,1,7,5,1
11529,177051,8.0,1999.0,0,4,4,1,1,10,5,2
11530,17091,8.0,1999.0,0,4,2,1,1,10,5,2
11531,7625,8.0,1999.0,0,2,2,1,1,12,5,1
11534,7672,8.0,1999.0,0,2,2,1,1,2,5,2
11535,16897,8.0,1999.0,0,2,1,1,2,11,3,2
11536,67040,8.0,2000.0,1,2,4,1,1,1,5,2
11538,19651,8.0,2000.0,0,1,1,1,1,11,6,2
11539,16799,8.0,2000.0,0,1,1,1,1,5,5,2
11540,16913,8.0,2000.0,0,2,2,1,2,7,3,1
11541,16947,8.0,2000.0,0,1,1,1,1,5,5,2
11544,9534,8.0,2001.0,1,2,3,1,2,3,1,2
11545,292675,8.0,2001.0,0,1,1,1,1,7,5,1
11548,16805,8.0,2001.0,1,2,3,1,2,3,8,2
11549,609522,8.0,2001.0,1,1,3,1,1,4,5,2
11551,19558,8.0,2001.0,0,1,2,1,2,4,5,2
11555,19538,8.0,2002.0,0,4,2,1,1,3,14,1
11556,655011,8.0,2003.0,0,3,3,1,1,4,1,1
11557,12753,8.0,2003.0,0,1,2,1,1,8,3,2
11558,4479,8.0,2003.0,0,2,1,1,1,3,5,2
11559,289413,8.0,2003.0,1,3,2,1,1,5,4,1
11562,36297,8.0,2004.0,0,2,2,1,1,11,5,1
11563,111901,8.0,2004.0,0,1,1,2,1,1,6,1
11566,676139,8.0,2005.0,0,1,3,1,1,11,9,1
11568,58652,8.0,2005.0,0,2,2,1,2,9,3,2
11569,526675,8.0,2005.0,1,1,1,1,1,9,1,1
11570,22203,8.0,2005.0,0,4,4,1,1,9,5,1
11571,21492,8.0,2005.0,1,4,2,1,2,2,6,2
11572,28290,8.0,2006.0,0,2,3,1,2,7,3,1
11574,23586,8.0,2006.0,0,2,2,1,1,10,8,1
11575,42293,8.0,2006.0,1,2,2,1,1,11,5,2
11577,32468,8.0,2006.0,0,2,2,1,1,6,5,1
11580,699729,8.0,2006.0,0,3,1,1,1,4,1,1
11582,607710,8.0,2007.0,1,2,1,1,1,10,5,2
11583,575792,8.0,2007.0,0,2,4,1,1,5,1,1
11585,35909,8.0,2007.0,0,4,1,1,2,1,8,1
11586,292319,8.0,2007.0,1,2,1,1,1,1,6,2
11587,119466,8.0,2008.0,0,1,2,1,1,9,9,2
11589,330010,8.0,2008.0,0,1,3,1,1,12,8,1
11591,292780,8.0,2008.0,0,2,2,1,2,9,3,2
11593,282872,8.0,2008.0,1,3,3,1,1,7,5,1
11595,117508,8.0,2008.0,0,2,1,1,1,9,3,1
11596,121746,8.0,2008.0,0,2,2,1,1,3,5,1
11597,182047,8.0,2008.0,0,2,2,1,1,4,3,2
11598,188688,8.0,2008.0,0,2,3,1,2,2,14,1
11599,172381,8.0,2008.0,0,2,1,1,1,12,5,2
11600,250442,8.0,2009.0,1,2,2,1,1,3,1,1
11603,280568,8.0,2009.0,0,2,2,1,1,12,8,1
11604,266047,8.0,2009.0,0,1,1,1,1,9,8,2
11605,273333,8.0,2009.0,1,2,2,1,1,7,6,2
11606,342566,8.0,2010.0,0,2,3,1,1,7,1,1
11609,392432,8.0,2010.0,0,2,2,1,2,12,8,1
11610,339702,8.0,2010.0,0,2,2,1,1,7,3,2
11612,497264,8.0,2010.0,0,2,1,1,1,9,5,2
11613,391814,8.0,2010.0,0,2,2,1,2,7,5,1
11616,309696,8.0,2010.0,0,2,2,1,1,10,6,2
11618,453350,8.0,2011.0,0,2,2,1,1,9,4,2
11619,478139,8.0,2011.0,0,2,2,1,1,6,3,2
11620,476647,8.0,2011.0,0,2,2,1,2,5,3,2
11621,518067,8.0,2012.0,0,2,2,1,1,11,8,1
11624,625309,8.0,2012.0,0,2,2,1,1,11,3,2
11626,595591,8.0,2013.0,1,2,3,1,1,2,1,1
11629,640765,8.0,-1.0,0,3,2,1,2,13,3,2
11630,684842,8.0,-1.0,1,1,2,1,1,13,9,2
11631,681207,8.0,-1.0,1,1,1,1,1,13,1,1
11632,706667,8.0,-1.0,0,2,1,1,1,13,5,1
11633,709244,8.0,-1.0,1,3,1,1,1,13,5,1
11634,627042,8.0,-1.0,0,2,2,1,1,13,14,2
11635,86059,9.0,1940.0,1,2,1,1,1,11,6,2
11636,237816,9.0,1940.0,0,2,1,1,2,7,10,2
11637,4187,9.0,1940.0,1,2,4,1,2,7,5,2
11638,98845,9.0,1941.0,1,3,1,1,2,12,3,2
11644,24644,9.0,1951.0,0,2,1,1,1,1,5,2
11646,413006,9.0,1953.0,0,2,3,1,1,8,6,2
11647,16052,9.0,1960.0,0,4,2,1,1,10,3,2
11650,10459,9.0,1962.0,0,2,2,1,1,5,5,2
11651,236107,9.0,1963.0,1,2,1,1,1,5,17,2
11652,43146,9.0,1963.0,0,1,2,1,1,11,6,2
11653,19625,9.0,1963.0,0,1,2,1,1,8,6,2
11657,273474,9.0,1964.0,0,2,3,1,1,2,2,2
11660,18581,9.0,1965.0,1,1,1,1,1,3,1,1
11663,296404,9.0,1966.0,0,1,1,1,1,12,6,2
11664,16083,9.0,1966.0,0,2,2,1,1,1,5,2
11666,16785,9.0,1967.0,0,2,2,1,1,6,6,2
11667,11041,9.0,1967.0,0,2,2,1,1,7,5,2
11669,5514,9.0,1968.0,0,1,2,1,2,12,3,4
11670,43670,9.0,1969.0,0,3,2,1,1,9,6,2
11671,316117,9.0,1969.0,0,2,2,1,1,7,3,2
11672,279391,9.0,1970.0,1,1,1,1,1,7,1,2
11675,258507,9.0,1970.0,0,4,1,1,1,11,3,2
11676,43147,9.0,1970.0,0,2,2,1,1,2,3,2
11685,53202,9.0,1973.0,0,3,4,1,1,7,6,2
11687,723724,9.0,1973.0,1,3,2,1,2,6,5,2
11688,17212,9.0,1973.0,0,2,4,1,1,9,13,1
11690,15591,9.0,1973.0,0,3,3,1,2,12,5,1
11691,2498,9.0,1973.0,0,3,2,1,2,6,3,2
11696,163412,9.0,1974.0,1,2,1,1,2,5,6,2
11697,2160,9.0,1974.0,0,2,3,1,2,12,6,2
11703,15283,9.0,1976.0,0,2,2,1,1,10,5,2
11708,1323,9.0,1977.0,0,1,4,1,2,1,5,2
11712,1156,9.0,1978.0,0,2,4,1,1,8,3,2
11714,1587,9.0,1978.0,1,2,2,1,1,9,9,2
11715,18688,9.0,1978.0,1,2,1,1,1,6,8,2
11716,2301,9.0,1979.0,0,1,4,1,2,11,5,2
11717,1308,9.0,1980.0,1,2,2,1,2,4,5,2
11724,177149,9.0,1981.0,1,3,3,1,1,8,4,2
11725,490652,9.0,1981.0,0,2,2,1,1,6,6,2
11727,47587,9.0,1981.0,1,2,4,1,2,2,1,1
11732,2729,9.0,1982.0,0,2,2,1,1,1,3,4
11734,1625,9.0,1982.0,0,4,2,1,1,6,3,2
11740,116344,9.0,1984.0,0,2,2,1,1,7,3,1
11743,3885,9.0,1985.0,0,2,2,1,1,12,2,1
11744,1381,9.0,1985.0,1,2,1,1,1,5,19,1
11747,19604,9.0,1985.0,0,1,3,1,1,6,4,1
11748,15225,9.0,1985.0,0,1,1,1,1,3,9,2
11749,20339,9.0,1985.0,1,2,3,1,2,9,10,2
11751,1716,9.0,1986.0,0,1,1,1,1,1,19,1
11752,1852,9.0,1986.0,1,1,1,1,2,1,6,2
11757,5555,9.0,1986.0,0,4,2,1,1,5,3,2
11759,425346,9.0,1987.0,0,4,1,1,1,8,3,2
11760,5516,9.0,1987.0,0,2,3,1,1,5,13,2
11763,401502,9.0,1988.0,0,2,2,1,1,4,3,2
11764,34056,9.0,1988.0,0,4,2,1,1,5,12,2
11765,1878,9.0,1988.0,0,2,1,1,1,9,5,2
11767,7321,9.0,1988.0,1,4,2,1,1,12,1,2
11768,1860,9.0,1988.0,0,2,2,1,2,8,5,1
11771,47746,9.0,1988.0,0,3,1,1,1,4,5,2
11776,406108,9.0,1988.0,0,2,2,1,1,12,5,1
11778,32653,9.0,1989.0,0,4,4,1,1,12,5,1
11780,2012,9.0,1989.0,0,2,2,1,1,5,4,2
11781,17132,9.0,1990.0,0,2,4,1,1,8,9,1
11782,17158,9.0,1990.0,0,2,2,1,1,5,3,1
11783,739699,9.0,1990.0,0,1,3,1,1,8,1,2
11785,66240,9.0,1990.0,1,2,1,1,1,6,6,1
11786,1331,9.0,1991.0,0,2,2,1,2,5,6,2
11787,18182,9.0,1991.0,1,2,1,1,1,4,6,2
11788,18262,9.0,1991.0,0,4,4,1,1,8,5,1
11791,686334,9.0,1991.0,0,1,4,1,2,1,5,2
11792,18791,9.0,1991.0,0,2,4,1,1,3,3,1
11794,18180,9.0,1991.0,1,2,1,1,1,3,5,2
11795,19658,9.0,1991.0,1,1,3,1,2,9,1,1
11796,1548,9.0,1991.0,0,2,2,1,2,10,6,2
11797,11472,9.0,1991.0,0,2,1,1,1,1,3,4
11799,174685,9.0,1992.0,0,2,2,1,1,9,3,2
11800,177286,9.0,1992.0,1,2,2,1,1,4,4,1
11801,5830,9.0,1992.0,0,2,2,1,1,5,5,2
11802,19601,9.0,1992.0,0,2,2,1,1,7,5,2
11803,302718,9.0,1992.0,1,1,1,1,1,12,1,1
11806,57336,9.0,1993.0,0,2,4,1,1,11,6,2
11807,105343,9.0,1993.0,1,2,1,1,1,3,9,2
11810,234039,9.0,1993.0,0,4,2,1,1,11,4,2
11812,19261,9.0,1993.0,1,2,1,1,1,9,5,2
11813,18401,9.0,1994.0,0,2,2,1,1,11,5,2
11814,19312,9.0,1994.0,0,2,1,1,2,4,5,2
11815,455453,9.0,1994.0,0,1,1,1,1,4,6,2
11818,557753,9.0,1994.0,0,4,1,1,1,1,6,1
11820,95513,9.0,1994.0,0,2,2,1,1,4,3,2
11821,26731,9.0,1994.0,1,2,2,1,2,7,5,1
11823,22905,9.0,1994.0,0,1,3,1,1,9,3,2
11826,393792,9.0,1995.0,0,3,1,1,1,2,5,2
11830,18358,9.0,1995.0,0,2,4,1,1,10,6,2
11831,295594,9.0,1996.0,0,1,2,1,1,12,15,1
11832,503228,9.0,1996.0,0,1,1,1,1,5,5,1
11833,18329,9.0,1996.0,0,4,4,1,1,5,3,1
11840,45614,9.0,1997.0,0,2,4,1,1,6,1,1
11843,3977,9.0,1998.0,0,4,4,1,2,5,4,4
11844,321449,9.0,1998.0,1,4,4,1,1,3,1,1
11846,244811,9.0,1999.0,0,3,1,1,2,1,11,1
11848,36133,9.0,1999.0,0,2,3,1,1,10,5,1
11849,41669,9.0,1999.0,0,2,4,1,1,2,8,1
11850,27142,9.0,1999.0,0,4,2,1,1,2,5,2
11852,484664,9.0,1999.0,0,1,1,1,1,1,4,2
11854,1200,9.0,2000.0,0,2,2,1,2,10,9,1
11855,11145,9.0,2000.0,0,2,1,1,2,3,5,1
11857,17476,9.0,2000.0,1,2,1,1,2,7,1,2
11858,17494,9.0,2000.0,0,2,1,1,2,8,5,2
11861,4435,9.0,2001.0,0,2,2,1,2,1,6,1
11862,280434,9.0,2002.0,1,3,3,1,1,5,6,1
11863,16830,9.0,2003.0,1,2,4,1,2,2,1,1
11865,57225,9.0,2003.0,1,1,4,1,1,12,6,1
11866,15910,9.0,2003.0,1,2,1,1,1,6,1,2
11867,708657,9.0,2003.0,0,1,3,1,1,3,1,1
11868,336144,9.0,2003.0,1,4,1,1,1,4,1,1
11869,708661,9.0,2003.0,1,1,3,1,1,7,10,2
11871,16468,9.0,2003.0,1,2,4,1,2,2,1,2
11872,9056,9.0,2003.0,0,2,1,1,2,8,6,2
11873,15905,9.0,2004.0,0,2,4,1,2,3,6,1
11874,442170,9.0,2004.0,0,4,3,1,1,5,3,2
11875,16686,9.0,2004.0,0,2,1,1,2,6,8,2
11876,242500,9.0,2004.0,1,1,1,1,1,7,5,1
11877,30314,9.0,2004.0,0,2,4,1,1,7,2,1
11878,15932,9.0,2004.0,1,2,1,1,2,9,5,2
11879,16793,9.0,2004.0,0,2,1,1,2,9,6,1
11881,73692,9.0,2005.0,1,2,1,1,2,4,5,2
11882,442705,9.0,2005.0,1,2,3,1,1,6,5,2
11883,452774,9.0,2005.0,0,2,3,1,1,2,1,1
11884,41596,9.0,2005.0,0,2,2,1,1,4,17,2
11885,30405,9.0,2005.0,0,2,3,1,1,6,6,2
11887,129835,9.0,2006.0,0,2,2,1,2,4,8,2
11888,101409,9.0,2006.0,0,2,1,1,2,9,9,1
11889,21627,9.0,2006.0,1,3,3,1,1,2,6,2
11890,20714,9.0,2006.0,0,2,1,1,2,2,3,2
11891,338852,9.0,2006.0,0,1,1,1,1,1,6,2
11893,68507,9.0,2007.0,0,1,4,1,1,6,6,2
11895,84825,9.0,2007.0,0,2,2,1,2,6,3,2
11897,122157,9.0,2008.0,0,2,2,1,2,1,3,2
11898,485977,9.0,2008.0,1,2,2,1,1,6,4,2
11899,338510,9.0,2008.0,1,2,2,1,1,10,3,2
11900,251009,9.0,2008.0,1,2,2,1,1,1,6,2
11904,281438,9.0,2009.0,1,2,2,1,1,12,1,1
11905,401546,9.0,2009.0,0,4,2,1,1,11,4,2
11906,281434,9.0,2009.0,0,2,2,1,1,12,5,2
11907,401544,9.0,2009.0,0,4,2,1,1,11,4,2
11909,263085,9.0,2009.0,0,2,3,1,1,6,10,2
11912,511051,9.0,2010.0,0,4,2,1,1,12,9,2
11913,511054,9.0,2010.0,0,4,2,1,2,12,5,1
11914,511053,9.0,2010.0,1,4,2,1,2,12,9,1
11915,511055,9.0,2010.0,0,4,2,1,2,12,6,2
11916,403437,9.0,2010.0,0,2,2,1,2,12,10,2
11917,342559,9.0,2010.0,0,2,2,1,2,7,1,2
11918,492424,9.0,2011.0,0,4,3,1,1,4,5,1
11922,407700,9.0,2011.0,0,2,3,1,1,1,3,2
11923,512835,9.0,2011.0,0,4,1,1,1,10,3,3
11924,419384,9.0,2011.0,1,4,2,1,2,10,5,2
11925,570617,9.0,2012.0,1,2,1,1,2,5,5,1
11926,523600,9.0,2012.0,0,2,1,1,1,1,5,2
11927,512287,9.0,2012.0,0,4,2,1,2,11,3,2
11928,623407,9.0,2013.0,0,3,2,1,2,1,6,2
11929,639778,9.0,2013.0,1,4,1,1,1,11,5,1
11930,591378,9.0,2013.0,0,2,1,1,1,8,6,2
11932,18413,9.0,-1.0,0,1,1,1,1,13,5,2
11933,674333,9.0,-1.0,0,3,3,1,1,13,8,1
11934,702973,9.0,-1.0,0,2,1,1,1,13,5,1
11935,679249,9.0,-1.0,0,1,2,1,1,13,3,2
11936,703901,9.0,-1.0,1,2,2,1,1,13,1,2
11941,11406,10.0,1947.0,0,2,2,1,2,9,1,1
11942,43246,10.0,1948.0,0,2,1,1,2,2,6,1
11944,16124,10.0,1961.0,0,2,2,1,1,8,3,2
11947,12197,10.0,1963.0,0,1,2,1,1,2,6,2
11948,2509,10.0,1963.0,0,1,2,1,1,1,3,2
11951,9122,10.0,1964.0,1,2,2,1,2,11,1,2
11953,167858,10.0,1965.0,0,3,4,1,1,6,10,2
11954,2167,10.0,1965.0,0,1,2,1,2,10,6,2
11955,2041,10.0,1966.0,0,1,2,1,1,6,10,2
11956,15326,10.0,1966.0,1,2,2,1,2,12,6,2
11959,15286,10.0,1967.0,0,2,2,1,2,12,6,2
11961,78006,10.0,1967.0,0,4,4,1,1,3,3,3
11962,9041,10.0,1967.0,0,2,2,1,1,1,3,2
11968,14905,10.0,1969.0,0,1,1,1,1,10,5,2
11969,14096,10.0,1970.0,0,2,2,1,1,11,4,2
11970,318066,10.0,1970.0,0,2,2,1,1,10,3,2
11971,2469,10.0,1970.0,0,2,1,1,2,5,9,2
11973,602625,10.0,1971.0,1,1,4,1,1,9,8,2
11975,54858,10.0,1972.0,1,3,2,1,2,11,6,2
11979,53471,10.0,1972.0,0,1,4,1,2,8,6,2
11980,39503,10.0,1972.0,0,2,3,1,2,9,3,2
11984,15338,10.0,1973.0,1,1,2,1,1,6,1,2
11986,2713,10.0,1973.0,1,2,2,1,1,7,5,2
11988,1099,10.0,1974.0,0,2,2,1,2,10,5,2
11990,2739,10.0,1974.0,0,2,2,1,2,8,3,1
11991,57234,10.0,1974.0,0,2,2,1,1,10,3,2
11997,1925,10.0,1975.0,0,2,2,1,1,4,4,2
12002,14069,10.0,1976.0,1,4,1,1,2,6,5,2
12003,1373,10.0,1976.0,1,2,2,1,1,7,5,2
12007,246422,10.0,1977.0,0,4,2,1,1,1,5,2
12012,55867,10.0,1979.0,1,2,3,1,1,12,6,2
12017,47467,10.0,1980.0,0,4,1,1,1,5,5,2
12019,41592,10.0,1982.0,0,2,2,1,1,5,5,1
12020,4252,10.0,1983.0,1,1,2,1,1,4,3,2
12021,42807,10.0,1983.0,1,1,1,1,1,1,1,2
12025,2741,10.0,1983.0,0,1,1,1,1,11,9,2
12033,2208,10.0,1984.0,0,4,1,1,1,7,5,2
12037,16844,10.0,1985.0,1,1,2,1,1,8,1,1
12046,127885,10.0,1986.0,1,1,1,1,1,7,1,1
12050,18258,10.0,1986.0,0,2,2,1,1,8,6,2
12051,21693,10.0,1987.0,1,4,4,1,1,10,5,2
12054,1750,10.0,1988.0,0,1,2,1,1,11,5,2
12056,2000,10.0,1988.0,0,2,1,1,1,6,6,1
12057,2311,10.0,1988.0,0,2,2,1,1,5,6,1
12058,397858,10.0,1988.0,1,2,2,1,2,12,1,2
12060,397880,10.0,1988.0,0,2,2,1,1,4,5,1
12061,406376,10.0,1988.0,1,2,2,1,1,4,1,1
12063,2001,10.0,1988.0,1,2,2,1,2,5,9,2
12067,314770,10.0,1989.0,0,4,2,1,2,7,5,2
12071,17280,10.0,1990.0,1,2,2,1,1,8,1,1
12073,3941,10.0,1990.0,0,1,1,1,1,4,5,2
12075,34867,10.0,1991.0,1,2,2,1,1,7,1,1
12076,13245,10.0,1991.0,0,2,2,1,1,5,5,2
12078,63554,10.0,1991.0,0,2,2,1,2,4,6,2
12080,22366,10.0,1991.0,0,1,1,1,1,3,5,1
12083,69188,10.0,1992.0,1,2,4,1,1,7,6,2
12084,298119,10.0,1992.0,0,4,2,1,2,9,4,2
12085,34270,10.0,1992.0,0,2,1,1,1,3,8,2
12087,16058,10.0,1992.0,0,2,2,1,1,11,5,2
12088,174686,10.0,1992.0,0,2,1,1,2,9,5,2
12089,21772,10.0,1993.0,0,2,2,1,1,9,1,1
12090,16939,10.0,1993.0,0,2,2,1,2,7,3,2
12091,525159,10.0,1993.0,0,1,4,1,1,1,5,2
12092,78738,10.0,1993.0,0,2,4,1,1,11,3,2
12094,2040,10.0,1993.0,0,2,2,1,2,5,5,1
12095,256540,10.0,1994.0,0,2,1,1,1,11,5,2
12096,24133,10.0,1994.0,0,2,1,1,1,8,5,2
12097,18534,10.0,1995.0,1,2,2,1,1,12,5,1
12099,521160,10.0,1996.0,0,2,3,1,1,1,3,3
12102,404716,10.0,1996.0,0,2,3,1,1,5,1,2
12103,16746,10.0,1996.0,1,1,4,1,2,1,10,1
12113,16220,10.0,1998.0,0,2,2,1,2,2,5,2
12115,7669,10.0,1998.0,0,2,3,1,2,3,10,1
12116,243417,10.0,1998.0,0,2,2,1,1,5,4,1
12117,1114,10.0,1999.0,1,2,2,1,1,2,5,1
12118,25512,10.0,1999.0,1,2,4,1,1,6,1,1
12121,1956,10.0,2000.0,1,2,1,1,1,1,6,1
12122,16978,10.0,2001.0,0,4,1,1,2,4,5,2
12123,11833,10.0,2001.0,0,2,2,1,2,10,8,1
12124,16900,10.0,2001.0,0,2,4,1,1,12,5,2
12125,12795,10.0,2001.0,0,2,2,1,2,9,6,2
12126,595056,10.0,2002.0,0,1,2,1,1,3,3,2
12127,16267,10.0,2002.0,0,2,2,1,2,8,6,2
12128,18642,10.0,2002.0,0,2,1,1,1,5,8,1
12130,456276,10.0,2002.0,0,2,3,1,1,4,5,1
12131,302896,10.0,2002.0,0,3,3,1,2,2,5,1
12132,19523,10.0,2002.0,0,3,2,1,1,4,5,1
12134,16483,10.0,2003.0,1,4,4,1,1,4,5,1
12135,117675,10.0,2004.0,0,1,1,1,2,7,6,1
12136,15782,10.0,2004.0,0,2,2,1,1,7,12,2
12137,1884,10.0,2004.0,1,1,3,1,2,7,1,2
12140,3556,10.0,2005.0,1,3,3,1,1,10,1,2
